Movie,Distributor,Genre,RunTime,MPAA,Budget,ForeignSale
The Jungle Book 2,Buena Vista,Animation,78,G,20000000,87802017
The Rundown,Universal,Action Comedy,104,PG-13,85000000,33190150
Final Destination 2,New Line,Horror,100,R,,43465191
Phone Booth,Fox,Thriller,81,R,13000000,51270926
28 Days Later,Fox Searchlight,Horror,113,R,8000000,37654970
Lost in Translation,Focus Features,Comedy,102,R,4000000,75138403
Tears of the Sun,Sony (Revolution),Action Drama,118,R,75000000,42733286
Under the Tuscan Sun,Buena Vista,Romance,113,PG-13,18000000,15268000
The Lizzie McGuire Movie,Buena Vista,Family Adventure,90,PG,17000000,12800000
Secondhand Lions,New Line,Family Adventure,107,PG,30000000,5831627
Out of Time,MGM,Crime Thriller,105,PG-13,50000000,14406718
Rugrats Go Wild,Paramount,Animation,81,PG,25000000,16002494
Head of State,DreamWorks,Comedy,95,PG-13,,495237
Good Boy!,MGM,Family Comedy,96,PG,18000000,7644471
Uptown Girls,MGM,Comedy,93,PG-13,20000000,7434848
Matchstick Men,Warner Bros.,Crime,120,PG-13,,28659212
National Security,Sony / Columbia,Action Comedy,90,PG-13,,13716763
What a Girl Wants,Warner Bros.,Family Comedy,104,PG,25000000,14626706
Jeepers Creepers 2,United Artists,Horror,106,R,17000000,27435448
Intolerable Cruelty,Universal,Romantic Comedy,100,PG-13,,84889781
Cradle 2 the Grave,Warner Bros.,Action,100,R,25000000,21777211
Monster,Newmarket,Drama / Thriller,111,R,8000000,25909374
Malibu's Most Wanted,Warner Bros.,Comedy,80,PG-13,15000000,190303
The Hunted,Paramount,Action,94,R,55000000,11252437
Stuck on You,Fox,Comedy,118,PG-13,,31951762
Dreamcatcher,Warner Bros.,Sci-Fi Horror,134,R,68000000,42000000
Darkness Falls,Sony (Revolution),Horror,85,PG-13,11000000,14937140
Bend It Like Beckham,Fox Searchlight,Sports Comedy,112,PG-13,,44039884
The Core,Paramount,Action Drama,136,PG-13,60000000,42311715
Calendar Girls,Buena Vista,Comedy,108,PG-13,10000000,65500300
Hollywood Homicide,Sony (Revolution),Action Comedy,111,PG-13,75000000,20201968
Honey,Universal,Music Drama,94,PG-13,18000000,31919978
The Fighting Temptations,Paramount,Music Drama,123,PG-13,30000000,2500076
Johnny English,Universal,Comedy,88,PG,40000000,132500652
The Missing,Sony (Revolution),Western,130,R,,11353097
Basic,Sony / Columbia,Thriller,98,R,,15999250
A Man Apart,New Line,Action,105,R,36000000,17614828
Sinbad:Legend of the Seven Seas,DreamWorks,Animation,86,PG,60000000,54284432
Dumb and Dumberer:When Harry Met Lloyd,New Line,Comedy,96,PG-13,19000000,12991050
Bulletproof Monk,MGM,Action,103,PG-13,52000000,14355171
Piglet's Big Movie,Buena Vista,Animation,75,G,,39767123
Dickie Roberts:Former Child Star,Paramount,Comedy,92,PG-13,17000000,1055977
The Medallion,TriStar,Action Comedy,88,PG-13,,12049509
Biker Boyz,DreamWorks,Action / Crime,111,PG-13,24000000,1433829
Love Don't Cost a Thing,Warner Bros.,Romantic Comedy,100,PG-13,,
Cold Creek Manor,Buena Vista,Thriller,118,R,,7733423
Cabin Fever,Lions Gate,Horror Comedy,94,R,,9395206
Looney Tunes:Back in Action,Warner Bros.,Family Adventure,90,PG,80000000,20991364
Whale Rider,Newmarket,Drama,101,PG-13,,20662447
The In-Laws,Warner Bros.,Action Comedy,98,PG-13,,6438418
Down with Love,Fox,Romantic Comedy,101,PG-13,,19162860
The Life of David Gale,Universal,Drama / Thriller,130,R,38000000,19000000
Timeline,Paramount,Sci-Fi Adventure,116,PG-13,80000000,24453820
Bugs! (IMAX),SK Films,IMAX,40,Unrated,,19063544
A Mighty Wind,Warner Bros.,Comedy,92,PG-13,,969240
Deliver Us from Eva,Focus Features,Romantic Comedy,105,R,,
Ghosts of the Abyss (IMAX & 35mm),Buena Vista,IMAX,61,G,,5100668
21 Grams,Focus Features,Drama,125,R,20000000,44137363
View from the Top,Miramax,Comedy,87,PG-13,,3912014
My Boss's Daughter,Dimension Films,Comedy,86,PG-13,14000000,2640400
A Guy Thing,MGM,Romantic Comedy,101,PG-13,20000000,1886732
In America,Fox Searchlight,Drama,107,PG-13,,9843255
Wrong Turn,Fox,Horror,81,R,,13231785
Alex and Emma,Warner Bros.,Romantic Comedy,100,PG-13,30000000,1150199
How to Deal,New Line,Romance,102,PG-13,16000000,112905
House of Sand and Fog,DreamWorks,Drama / Thriller,126,R,,3902507
Gods and Generals,Warner Bros.,War,210,PG-13,56000000,41002
"House of 1,000 Corpses",Lions Gate,Horror,88,R,7000000,4194583
Confidence,Lions Gate,Crime Thriller,98,R,15000000,10762566
Girl with a Pearl Earring,Lions Gate,Period Drama,95,PG-13,,19795818
Winged Migration,Sony Classics,Documentary,85,G,,20568700
House of the Dead,Artisan,Horror,92,R,12000000,3568462
Swimming Pool,Focus Features,Thriller,102,R,,12311215
Duplex,Miramax,Comedy,97,PG-13,40000000,9630000
La Grande Seduction,Odeon,Foreign,108,Unrated,,2742852
Dark Blue,United Artists,Action / Crime,113,R,15000000,2900000
Le Divorce,Fox Searchlight,Romantic Comedy,117,PG-13,,3910939
Boat Trip,Artisan,Comedy,95,R,20000000,6420167
The Cooler,Lions Gate,Crime Drama,101,R,,2173216
Dirty Pretty Things,Miramax,Drama / Thriller,97,R,,5792352
Tupac:Resurrection,Paramount,Documentary,115,R,,89563
The Order,Fox,Horror Thriller,102,R,,3900000
City of God,Miramax,Foreign,131,R,,23077311
It Runs in the Family,MGM,Comedy / Drama,109,PG-13,,719669
The Triplets of Belleville,Sony Classics,Animation,78,PG-13,,7007149
Willard,New Line,Horror,100,PG-13,20000000,1660577
The Young Black Stallion (IMAX),Buena Vista,IMAX,45,G,,2887000
Nowhere in Africa,Zeitgeist,Foreign,140,R,,18172525
Chasing Papi,Fox,Romantic Comedy,80,PG,,6531140
Gigli,Sony (Revolution),Crime Comedy,124,R,54000000,1178667
American Splendor,Fine Line,Comedy,101,R,,1975094
Luther,RS,Historical Drama,115,PG-13,30000000,23622572
The Station Agent,Miramax,Drama,88,R,,2940438
Spellbound (2003),ThinkFilm,Documentary,97,G,,1729129
The Human Stain,Miramax,Drama,110,R,30000000,19481896
Grind,Warner Bros.,Sports Comedy,100,PG-13,6000000,17470
Les Invasions Barbares,Alliance,Foreign,99,Unrated,,8295649
From Justin to Kelly,Fox,Musical,81,PG,12000000,
In the Cut,Sony / Screen Gems,Romantic Thriller,113,R,,18976191
Thirteen,Fox Searchlight,Drama,95,R,2000000,5527917
The Magdalene Sisters,Miramax,Drama,119,R,,16066123
Beyond Borders,Paramount,Romance,127,R,35000000,7274901
The Fog of War,Sony Classics,Documentary,95,PG-13,,840275
The Gospel of John,ThinkFilm,Historical Drama,173,PG-13,10000000,
The Real Cancun,New Line,Documentary,97,R,,1519662
Better Luck Tomorrow,Paramount,Crime Drama,98,R,250000,6836
The Secret Lives of Dentists,Manhattan,Fantasy Drama,101,R,,56940
Step Into Liquid,Artisan,Documentary,88,PG,,359785
Laurel Canyon,Sony Classics,Drama,101,R,,748847
The Good Thief,Fox Searchlight,Crime,109,R,30000000,2239148
The Barbarian Invasions,Miramax,Foreign,99,R,,18379681
Anything Else,DreamWorks,Romantic Comedy,108,R,18000000,10372765
Mambo Italiano,IDP,Comedy,88,R,,2439610
Capturing the Friedmans,Magnolia,Documentary,107,Unrated,,957877
The Guru,Universal,Romantic Comedy,94,R,,21033346
Mambo Italiano (Canada),Equinox,Comedy,89,Unrated,,
Santa Vs. the Snowman - Season 2 (IMAX),IMAX,IMAX,,Unrated,,3907732
L'Auberge Espagnole,Fox Searchlight,Foreign,122,R,,27126311
Monsieur Ibrahim,Sony Classics,Foreign,94,R,,8752541
My Architect,New Yorker,Documentary,116,Unrated,,
Man on the Train,Paramount Classics,Foreign,90,R,,5043969
Pieces of April,United Artists,Comedy / Drama,80,PG-13,300000,743364
Warren Miller's Journey (IMAX),Warren Miller,IMAX,98,Unrated,,
The Dancer Upstairs,Fox Searchlight,Drama / Thriller,133,R,,2850000
The Company,Sony Classics,Drama,112,PG-13,15000000,4117776
DysFunKtional Family,Miramax,Concert,84,R,,
Shattered Glass,Lions Gate,Drama,103,PG-13,,724744
Raising Victor Vargas,IDP,Drama,87,R,,737455
Sur le Seuil,Odeon,Foreign,97,Unrated,,
Nez Rouge,Christal Films,Foreign,110,Unrated,,
The Two Towers (Re-issue),New Line,Fantasy,179,PG-13,,1505170
Kal Ho Naa Ho,Yash Raj,Foreign,186,Unrated,,11208319
Alien:The Director's Cut,Fox,Sci-Fi Horror,116,R,,3012202
The Legend of Johnny Lingo,Innovation Film Group,Family Adventure,90,G,,
Book of Mormon Movie,Mormon Movies,Period Adventure,120,PG,,
Marci X,Paramount,Comedy,73,R,20000000,26888
Camp,IFC,Comedy,114,PG-13,,1020494
Veronica Guerin,Buena Vista,Drama / Thriller,94,R,17000000,7868156
Northfork,Paramount Classics,Fantasy Drama,94,PG-13,,179226
The Fellowship of the Ring - Extended Edition (Re-issue),New Line,Fantasy,208,PG-13,,1266365
Sylvia,Focus Features,Romance,110,R,,1601895
Elephant,Fine Line,Drama / Thriller,81,R,,8745067
Bubba Ho-Tep,Vitagraph,Horror Comedy,92,R,,
Main Prem Ki Diwani Hoon,Rajshri Intl.,Foreign,197,Unrated,,5058114
I Capture the Castle,IDP,Period Drama,113,R,8000000,5407306
Together,United Artists,Foreign,116,PG,,13535226
The RM,Halestorm,Comedy,101,PG,,
Respiro,Sony Classics,Foreign,95,PG-13,,6237011
L'Auberge Espagnole (Canada),Chris.,Foreign,122,R,,
Wonderland (2003),Lions Gate,Crime Drama,109,R,,1405932
Baghban,Eros,Foreign,,Unrated,,6826676
Assassination Tango,United Artists,Drama / Thriller,114,R,,
Owning Mahowny,Sony Classics,Crime Drama,107,R,10000000,164431
"He Loves Me, He Loves Me Not",IDP,Foreign,92,Unrated,,
Cowboy Bebop,IDP,Animation,115,R,,1000045
The Man Without a Past,Sony Classics,Foreign,97,PG-13,,8642390
Gaz Bar Blues,Odeon,Foreign,115,Unrated,,
Chalte Chalte,Eros,Foreign,167,Unrated,,
Irreversible,Lions Gate,Foreign,95,Unrated,,
To Be and to Have,New Yorker,Documentary,105,Unrated,,15286791
The Statement,Sony Classics,Drama / Thriller,120,R,27000000,
Alexandra's Project,Alliance,Drama / Thriller,103,Unrated,,465664
Pokemon Heroes,Miramax,Animation,80,G,,20121538
Party Monster,Strand,Comedy Thriller,97,R,,
Scarface (Re-issue),Focus Features,Crime Drama,170,R,,
And Now Ladies and Gentlemen,Paramount Classics,Romance,126,PG-13,,
The Shape of Things,Focus Features,Drama,97,R,,
Lost in La Mancha,IFC,Documentary,93,R,,
Russian Ark (Canada),Seville,Unknown,,Unrated,,
Koi... Mil Gaya,Yash Raj,Unknown,171,Unrated,,11496860
Japanese Story,IDP,Unknown,110,R,,3403443
Pere et Fils,Odeon,Unknown,95,Unrated,,6300871
L.O.C. (Kargil),Eros,Unknown,,Unrated,,
Blue Collar Comedy Tour,Warner Bros.,Concert,,PG-13,,
The Holy Land,CAVU,Unknown,96,Unrated,,
Gloomy Sunday,Menemsha,Unknown,112,Unrated,,
Tibet:Cry of the Snow Lion,Artistic License,Documentary,104,Unrated,,
The Weather Underground,Shadow Dist.,Documentary,92,Unrated,,
Help! I'm a Fish,TVA,Unknown,80,G,,
Poolhall Junkies,Gold Circle,Unknown,94,R,,
All the Real Girls,Sony Classics,Unknown,108,R,,
Jet Lag,Miramax,Unknown,91,R,,6871171
Passionada,IDP,Unknown,105,PG-13,,
Masked and Anonymous,Sony Classics,Unknown,106,PG-13,,
The Cremaster Cycle,Palm,Unknown,182,Unrated,,
The Eye (2003),Palm,Foreign / Horror,100,Unrated,,11652967
Blizzard,Alliance,Unknown,93,G,,
Taxi 3,Christal Films,Unknown,84,Unrated,,65000000
Casa de Los Babys,IFC,Unknown,95,R,,
The Housekeeper,Palm,Unknown,91,R,,
Blue Car,Miramax,Drama,88,R,,
Foolproof,Odeon,Unknown,94,R,,
The Legend of Suriyothai,Sony Classics,Unknown,142,R,,
Lockdown,Innovation Film Group,Unknown,105,R,,
The Hard Word,Lions Gate,Crime Comedy,102,R,,
Divine Intervention (2003),Avatar,Unknown,92,Unrated,,
Spun,Newmarket,Crime Drama,101,R,,
Hawayein,Megastar,Unknown,,Unrated,,
Amandla!,Artisan,Unknown,103,PG-13,,
My Life Without Me,Sony Classics,Unknown,106,R,,9326006
Blind Spot:Hitler's Secretary,Sony Classics,Documentary,90,PG,,
Pride and Prejudice (2003),Excel,Unknown,104,PG,,
Annie Brocoli dans les fonds marin,TVA,Unknown,,Unrated,,
Le Cercle Rouge (Re-issue),Rialto,Unknown,140,Unrated,,
The Animation Show,Animation Show,Unknown,94,R,,
City of Ghosts,United Artists,Unknown,116,R,,
Buffalo Soldiers,Miramax,Unknown,98,R,15000000,
Comment Ma Mere Accoucha de Moi Durant,Alliance,Unknown,99,Unrated,,
Dil Ka Rishtaa,Tips,Unknown,,Unrated,,
The Singing Detective,Paramount Classics,Unknown,109,R,,
Lawless Heart,First Look,Unknown,110,R,,
Die Mommie Die!,Sundance Film Series,Unknown,94,R,,
The Safety of Objects,IFC,Unknown,121,R,,
Sweet Sixteen,Lions Gate,Drama,106,R,,
The Gatekeeper,Gatekeeper,Unknown,103,R,,
The Magdalene Sisters (Canada),Alliance,Unknown,119,R,,
The Trip,TLA Releasing,Unknown,95,R,,
Khushi,Eros,Unknown,,Unrated,,
Armaan:The Desire,Eros,Unknown,,Unrated,,
Bonhoeffer,First Run,Documentary,93,Unrated,,
The Hero - Love Story of a Spy,Video Sound,Unknown,,Unrated,,
The Battle of Shaker Heights,Miramax,Comedy,85,PG-13,,
Amen,Kino,Unknown,132,Unrated,,8144753
"Lucia, Lucia",Fox Searchlight,Foreign,109,R,,
Yossi and Jagger,Strand,Unknown,65,R,,
Stone Reader,Jet Films,Unknown,127,PG-13,,
Gerry,ThinkFilm,Unknown,103,R,,
Civil Brand,Lions Gate,Unknown,95,R,,
Jet Lag (Canada),Christal Films,Unknown,91,R,,
The Cuckoo,Sony Classics,Foreign,104,PG-13,,
Far Side of the Moon (Canada),Odeon,Unknown,105,Unrated,,
demonlover,Palm,Unknown,120,R,,
Kuch Naa Kaho,Eros,Unknown,170,Unrated,,
Steal (a.k.a. Riders),Alliance,Unknown,,Unrated,,7401439
Bus 174,ThinkFilm,Documentary,122,R,,5046
Levity,Sony Classics,Unknown,100,R,,
Chaos,New Yorker,Unknown,109,Unrated,,6042938
Postmen in the Mountains,Shadow Dist.,Foreign,93,Unrated,,
Madame Sata,Wellspring,Unknown,105,Unrated,,
The Heart of Me,ThinkFilm,Unknown,96,R,,
Le Papillon,Chris.,Unknown,,Unrated,,
Taking Sides,New Yorker,Unknown,109,Unrated,,
Lost Boys of Sudan,Shadow Dist.,Documentary,87,Unrated,,
Lilya 4Ever,Newmarket,Unknown,109,R,,
The Girl from Paris,Films Philos,Unknown,103,Unrated,,
The Flower of Evil,Palm,Unknown,105,R,,7405796
No Good Deed,MAC Releasing,Unknown,97,R,12000000,
Once Upon a Time in the Midlands,Sony Classics,Unknown,104,R,,
Hangman's Curse,Fox,Unknown,106,PG-13,2000000,
On Line,Indican,Unknown,97,Unrated,,
Red Betsy,Lang Films,Unknown,98,PG,,
Modern Times (Re-issue),Kino,Comedy,,G,,
The Fassbinder Series,Wellspring,Unknown,,Unrated,,
Gigantic:A Tale of Two Johns,Cowboy,Documentary,102,Unrated,,
Washington Heights,MAC Releasing,Unknown,80,R,,
Km. 0,TLA Releasing,Unknown,108,Unrated,,
Friday Night,Wellspring,Unknown,90,Unrated,,
Billabong Odyssey,Arenaplex,Documentary,88,PG,,
The Revolution Will Not Be Televised,Vitagraph,Unknown,74,Unrated,,
Mondays in the Sun,Lions Gate,Unknown,113,R,,9679407
Charlotte Sometimes,Small Planet,Unknown,85,R,,
May,Lions Gate,Unknown,95,R,,
Stoked:The Rise and Fall of Gator,Palm,Unknown,82,R,,
Bon Voyage (Canada),TVA,Foreign,115,PG-13,,
Girls Will Be Girls,IFC,Unknown,79,Unrated,,
Marooned in Iraq,Wellspring,Unknown,108,Unrated,,
Super Sucker,Purple,Unknown,130,R,,
Open Hearts,Newmarket,Unknown,113,R,,
Concert for George,Arenaplex,Unknown,105,PG-13,,
1+1=11,Eros,Unknown,,Unrated,,
Darna Mana Hai,Eros,Unknown,,Unrated,,
Touchez Pas Au Grisbi (Re-issue),Rialto,Unknown,,Unrated,,
Friends and Family,Regent Releasing,Unknown,87,Unrated,,
11-Sep,Empire,Unknown,134,Unrated,,
People I Know,Miramax,Unknown,100,R,,
Green Card Fever,Net Effect,Unknown,100,Unrated,,
Tycoon (2003),New Yorker,Foreign,123,Unrated,,
Till Human Voices Wake Us,Paramount Classics,Unknown,101,R,,
I Vitelloni,Kino,Unknown,104,Unrated,,
The Other Side of the Bed,Sundance Film Series,Foreign,114,R,,12630208
Il Cuore Altrove,Odeon,Unknown,107,Unrated,,
Bhoot,Spark Media,Unknown,113,Unrated,,3533698
Fellini:I'm a Born Liar,First Look,Unknown,105,R,,
Ten,Zeitgeist,Unknown,92,Unrated,,
XX/XY,IFC,Unknown,91,R,,
Stevie,Lions Gate,Documentary,140,R,,
Emerald Cowboy,Indican,Unknown,124,R,,
Dum,Eros,Unknown,,Unrated,,
A Woman is a Woman,Rialto,Unknown,88,Unrated,,
Autumn Spring,First Look,Unknown,97,PG-13,,
"Where's the Party, Yaar?",Music Masala Films,Unknown,110,Unrated,,
In This World,Sundance Film Series,Drama,88,R,,
The Hebrew Hammer,Strand,Unknown,85,Unrated,2000000,
Anything But Love,IDP,Romantic Comedy,99,PG-13,,
Made-Up,Sister Films,Unknown,96,PG-13,,
Don't Tempt Me,First Look,Unknown,115,R,,
The Princess Blade,ADV Films,Foreign / Action,93,R,,
How the West Was Won (re-issue),MGM,Western,162,G,,
So Close,Strand,Foreign / Action,110,R,,
The Sea,Palm,Unknown,109,Unrated,,
Returner,IDP,Foreign / Action,116,R,,9905196
Cet Amour-La,New Yorker,Unknown,95,Unrated,,
New Suit,Trillion,Unknown,92,R,1000000,
Dummy,Artisan,Unknown,90,R,,
Todo el Poder,Venevision,Unknown,110,R,,
The Son,New Yorker,Foreign,103,Unrated,,
Manic,IFC,Unknown,100,R,,
Small Voices,Small Island,Unknown,109,Unrated,,
Dopamine,Sundance Film Series,Unknown,90,R,,
What Alice Found,Castle Hill,Unknown,96,R,,
Pinjar,Net Effect,Unknown,,Unrated,,
Chihwaseon,Kino,Unknown,117,Unrated,,6842206
The Good Old Naughty Days,Strand,Documentary,69,Unrated,,
Carnage,Wellspring,Unknown,130,Unrated,,
Down and Out with the Dolls,Indican,Unknown,88,R,,
The Young Unknowns,Indican,Unknown,,Unrated,,
Eyes Without a Face (Re-issue),Rialto,Unknown,88,Unrated,,
Prey for Rock and Roll,MAC Releasing,Music Drama,104,R,,
House of Fools,Paramount Classics,Unknown,104,R,,
Only the Strong Survive,Miramax,Unknown,94,PG-13,,
The Embalmer,First Run,Unknown,101,Unrated,,
Kart Racer,Alliance,Unknown,94,PG,,
Dorm Daze,120 Degree Films,Unknown,97,R,,
Dracula:Pages from a Virgin's Diary,Zeitgeist,Horror,73,Unrated,,
Hukkle,Shadow Dist.,Unknown,75,Unrated,,
Boys Life 4:Four Play,Strand,Unknown,82,Unrated,,
Herod's Law,Venevision,Unknown,120,R,,
A Family Affair,Small Planet,Unknown,107,Unrated,,
AKA,Empire,Unknown,120,R,,
Zus & Zo,Lifesize,Foreign,106,Unrated,,
Confusion of Genders,Picture This!,Unknown,94,Unrated,,
Munnabhai Mbbs,Eros,Unknown,,Unrated,,
Au Hasard Balthazar (Re-issue),Rialto,Unknown,95,Unrated,,
Suddenly,Empire,Unknown,94,Unrated,,
Love the Hard Way,Kino,Unknown,,R,,
Secret Lives,Cinema Guild,Unknown,,Unrated,,
My Flesh and Blood,Strand,Unknown,83,Unrated,,
Power Trip,Artistic License,Unknown,86,Unrated,,
The Butterfly,First Run,Unknown,85,Unrated,,577917
Girlhood,Wellspring,Unknown,86,Unrated,,
Bollywood/Hollywood (USA),Magnolia,Unknown,103,PG-13,,
Millennium Actress,DW / Go Fish,Animation,86,PG,,
This Thing of Ours,Small Planet,Unknown,100,Unrated,,
Out of Control,Rajshri Intl.,Unknown,115,Unrated,,
From Here to Eternity (50th Anniversary),Sony Repertory,Unknown,,Unrated,,
The Event,ThinkFilm,Unknown,105,R,,
A Decade Under the Influence,IFC,Documentary,112,R,,
Martin and Orloff,Spit N' Glue,Unknown,87,Unrated,,
Bolivia,Cinema Tropical,Unknown,75,Unrated,,
Fanfan la Tulipe,Christal Films,Unknown,97,Unrated,,7917277
Garage Days,Fox Searchlight,Unknown,105,R,,
Porn Theatre,Strand,Unknown,85,Unrated,,
In My Skin,Wellspring,Unknown,93,Unrated,,
Sans Soleil (Re-issue),New Yorker,Unknown,100,Unrated,,
Under the Skin of the City,Magnolia,Unknown,92,Unrated,,
The Sea is Watching,Sony Repertory,Unknown,119,R,,
Gang of Roses,DEJ,Unknown,88,R,,
Hotel,Innovation Film Group,Unknown,119,R,,
Teknolust,ThinkFilm,Unknown,85,R,,
P.S. Your Cat is Dead,TLA Releasing,Unknown,92,Unrated,,
Snowboarder,Christal Films,Unknown,110,Unrated,,
Beyond Vanilla,Strand,Documentary,92,Unrated,,
Everybody Says I'm Fine!,Panorama,Foreign,,Unrated,,
Nine Dead Gay Guys,TLA Releasing,Unknown,83,Unrated,,
18 ans apres,TVA,Unknown,90,Unrated,,8760119
Luster,TLA Releasing,Unknown,90,Unrated,,
American Storytellers,Indican,Documentary,90,Unrated,,
Fulltime Killer,Palm,Unknown,102,Unrated,,
Japon,Vitagraph,Unknown,122,Unrated,,
Almost Salinas,Strata Prods.,Unknown,92,PG,,
The Guys,Focus Features,Unknown,85,PG,,
"Muhammad Ali, The Greatest",Facets,Documentary,,Unrated,,
The Journey,JF Productions,Unknown,,Unrated,,
Garmento,Spanish Moss,Unknown,90,Unrated,,
Venus Boyz,First Run,Unknown,104,Unrated,,
Hidden in Plain Sight,7th Art,Unknown,71,Unrated,,
Balseros,7th Art,Documentary,120,Unrated,,
Medea,Facets,Unknown,,Unrated,,
Onmyoji,Pioneer,Unknown,112,R,,
Wattstax:The Special Edition,Sony Repertory,Unknown,98,R,,
7th Street,Paradise Acres,Documentary,71,Unrated,,
Seaside,First Run,Foreign,88,Unrated,,
Khachaturian,7th Art,Unknown,83,Unrated,,
Millennium Mambo,Palm,Foreign,119,R,,
The Anarchist Cookbook,Innovation Film Group,Unknown,101,R,,
The Slaughter Rule,Cowboy,Unknown,112,R,,
Dog Days,Leisure Time,Unknown,,Unrated,,
Unknown Pleasures,New Yorker,Unknown,113,Unrated,,
The Legend of Leigh Bowery,Palm,Unknown,,Unrated,,
Manfast,Hollywood Global,Unknown,95,Unrated,,
Love Forbidden,Strand,Unknown,96,Unrated,,
Camera Obscura,Fish Eye,Unknown,95,Unrated,,
Cinemania,Loop Filmworks,Unknown,,Unrated,,
Gasoline,Strand,Unknown,,Unrated,,
Manito,Film Movement,Unknown,78,Unrated,,
Rana's Wedding,Arab Film Dist.,Unknown,90,Unrated,,
Nola,IDP,Unknown,97,PG-13,,
Kedma,Kino,Unknown,100,Unrated,,
El Bonaerense,Menemsha,Foreign,105,Unrated,,
"L'Chayim, Comrade Stalin!",Cinema Guild,Unknown,93,Unrated,,
Acts of Worship,Manifesto Films,Unknown,94,Unrated,,
